Customer,Date,Product price,Product weight,Gender,Location,Branch/Locker
RND239709,07-03-2023 4:00:00,3300.0,0.6,F,Yerevan,G-Location 1
RND239710,07-03-2023 4:00:00,14300.0,2.6,M,Yerevan,G-Location 5
RND239711,07-03-2023 4:00:00,9100.0,1.3,M,Yerevan,G-Location 2
RND239712,07-03-2023 4:00:00,3000.0,0.5,F,Yerevan,G-Location 1
RND239713,07-03-2023 4:00:00,7150.0,1.3,M,Yerevan,G-Location 1
RND239714,07-03-2023 4:00:00,4800.0,0.8,M,Yerevan,G-Location 1
RND239715,07-03-2023 4:00:00,4800.0,0.8,F,Yerevan,G-Location 1
RND239716,07-03-2023 4:00:00,4900.0,0.7,M,Yerevan,G-Location 3
RND239717,07-03-2023 4:00:00,4200.0,0.7,F,Yerevan,G-Location 1
RND239718,07-03-2023 4:00:00,8800.0,1.6,M,Yerevan,G-Location 2
RND239719,07-03-2023 4:00:00,2200.0,0.4,M,Yerevan,G-Location 1
RND239720,07-03-2023 4:00:00,9600.0,1.6,M,Yerevan,G-Location 3
RND239721,07-03-2023 4:00:00,5600.0,0.8,F,Yerevan,G-Location 2
RND239722,07-03-2023 4:00:00,700.0,0.1,M,Yerevan,G-Location 1
RND239723,07-03-2023 4:00:00,3500.0,0.5,F,Yerevan,G-Location 1
RND239724,07-03-2023 4:00:00,3300.0,0.6,F,Yerevan,G-Location 2
RND239725,07-03-2023 4:00:00,3600.0,0.6,M,Yerevan,G-Location 2
RND239726,07-03-2023 4:00:00,4900.0,0.7,M,Yerevan,G-Location 2
RND239727,07-03-2023 4:00:00,5500.0,1.0,F,Yerevan,G-Location 5
RND239728,07-03-2023 4:00:00,9100.0,1.3,M,Yerevan,G-Location 1
RND239729,07-03-2023 4:00:00,13200.000000000002,2.2,F,Yerevan,G-Location 3
RND239730,07-03-2023 4:00:00,2750.0,0.5,M,Yerevan,G-Location 1
RND239731,07-03-2023 4:00:00,4200.0,0.6,F,Yerevan,G-Location 1
RND239732,07-03-2023 4:00:00,10500.0,1.5,F,Yerevan,G-Location 1
RND239733,07-03-2023 4:00:00,18900.0,2.7,F,Yerevan,G-Location 3
RND239734,07-03-2023 4:00:00,7200.0,1.2,M,Yerevan,G-Location 1
RND239735,07-03-2023 4:00:00,7800.0,1.3,M,Yerevan,G-Location 2
RND239736,07-03-2023 4:00:00,2800.0,0.4,F,Yerevan,G-Location 1
RND239737,07-03-2023 4:00:00,2800.0,0.4,F,Yerevan,G-Location 1
RND239738,07-03-2023 4:00:00,3849.9999999999995,0.7,F,Yerevan,G-Location 1
RND239739,07-03-2023 4:00:00,3600.0,0.6,F,Yerevan,G-Location 1
RND239740,07-03-2023 4:00:00,1800.0,0.3,F,Yerevan,G-Location 2
RND239741,07-03-2023 4:00:00,16099.999999999998,2.3,M,Yerevan,G-Location 1
RND239742,07-03-2023 4:00:00,5400.0,0.9,M,Yerevan,G-Location 1
RND239743,07-03-2023 4:00:00,13200.000000000002,2.2,M,Yerevan,G-Location 2
RND239744,07-03-2023 4:00:00,2100.0,0.3,M,Yerevan,G-Location 1
RND239745,07-03-2023 4:00:00,2200.0,0.4,M,Yerevan,G-Location 2
RND239746,07-03-2023 4:00:00,1650.0,0.3,M,Yerevan,G-Location 2
RND239747,07-03-2023 4:00:00,9000.0,1.5,F,Yerevan,G-Location 4
RND239748,07-03-2023 4:00:00,3500.0,0.5,M,Yerevan,G-Location 2
RND239749,07-03-2023 4:00:00,3600.0,0.6,M,Yerevan,G-Location 2
RND239750,07-03-2023 4:00:00,2100.0,0.3,F,Yerevan,G-Location 2
RND239751,07-03-2023 4:00:00,4800.0,0.8,M,Yerevan,G-Location 1
RND239752,07-03-2023 4:00:00,6050.000000000001,1.1,M,Yerevan,G-Location 2
RND239753,07-03-2023 4:00:00,5400.0,0.9,M,Yerevan,G-Location 1
RND239754,07-03-2023 4:00:00,4950.0,0.9,M,Yerevan,G-Location 2
RND239755,07-03-2023 4:00:00,3000.0,0.5,M,Yerevan,G-Location 2
RND239756,07-03-2023 4:00:00,8400.0,1.4,F,Yerevan,G-Location 1
RND239757,07-03-2023 4:00:00,20400.0,3.4,F,Yerevan,G-Location 2
RND239758,07-03-2023 4:00:00,2200.0,0.4,M,Yerevan,G-Location 1
RND239759,07-03-2023 4:00:00,1200.0,0.2,M,Yerevan,G-Location 1
RND239760,07-03-2023 4:00:00,3300.0,0.6,M,Yerevan,G-Location 2
RND239761,07-03-2023 4:00:00,4200.0,0.6,M,Yerevan,G-Location 4
RND239762,07-03-2023 4:00:00,9100.0,1.3,F,Yerevan,G-Location 3
RND239763,07-03-2023 4:00:00,2200.0,0.4,M,Yerevan,G-Location 2
RND239764,07-03-2023 4:00:00,18900.0,2.7,M,Yerevan,G-Location 2
RND239765,07-03-2023 4:00:00,3300.0,0.6,M,Yerevan,G-Location 3
RND239766,07-03-2023 4:00:00,6300.0,0.9,M,Yerevan,G-Location 2
RND239767,07-03-2023 4:00:00,10450.0,1.9,F,Yerevan,G-Location 5
RND239768,07-03-2023 4:00:00,9800.0,1.4,F,Yerevan,G-Location 1
RND239769,07-03-2023 4:00:00,8250.0,1.5,M,Yerevan,G-Location 1
RND239770,07-03-2023 4:00:00,1100.0,0.2,M,Yerevan,G-Location 5
RND239771,07-03-2023 4:00:00,5400.0,0.9,F,Yerevan,G-Location 2
RND239772,07-03-2023 4:00:00,9100.0,1.3,M,Yerevan,G-Location 1
RND239773,07-03-2023 4:00:00,1650.0,0.3,M,Yerevan,G-Location 2
RND239774,07-03-2023 4:00:00,36600.0,6.1,F,Yerevan,G-Location 2
RND239775,07-03-2023 4:00:00,5500.0,1.0,M,Yerevan,G-Location 2
RND239776,07-03-2023 4:00:00,1400.0,0.2,F,Yerevan,G-Location 2
RND239777,07-03-2023 4:00:00,6000.0,1.0,F,Yerevan,G-Location 1
RND239778,07-03-2023 4:00:00,3300.0,0.6,F,Yerevan,G-Location 2
RND239779,07-03-2023 4:00:00,5400.0,0.9,M,Yerevan,G-Location 2
RND239780,07-03-2023 4:00:00,1200.0,0.2,F,Yerevan,G-Location 1
RND239781,07-03-2023 4:00:00,1100.0,0.2,F,Yerevan,G-Location 5
RND239782,07-03-2023 4:00:00,1100.0,0.2,F,Yerevan,G-Location 5
RND239783,07-03-2023 4:00:00,1400.0,0.2,F,Yerevan,G-Location 5
RND239784,07-03-2023 4:00:00,6000.0,1.0,F,Yerevan,G-Location 1
RND239785,07-03-2023 4:00:00,1650.0,0.3,F,Yerevan,G-Location 3
RND239786,07-03-2023 4:00:00,3500.0,0.5,F,Yerevan,G-Location 3
RND239787,07-03-2023 4:00:00,5500.0,1.0,M,Yerevan,G-Location 1
RND239788,07-03-2023 4:00:00,13200.000000000002,2.2,M,Yerevan,G-Location 3
RND239789,07-03-2023 4:00:00,10450.0,1.9,M,Yerevan,G-Location 1
RND239790,07-03-2023 4:00:00,5600.0,0.8,M,Yerevan,G-Location 2
RND239791,07-03-2023 4:00:00,10450.0,1.9,M,Yerevan,G-Location 3
RND239792,07-03-2023 4:00:00,3600.0,0.6,F,Yerevan,G-Location 5
RND239793,07-03-2023 4:00:00,4200.0,0.6,M,Yerevan,G-Location 2
RND239794,07-03-2023 4:00:00,1400.0,0.2,M,Yerevan,G-Location 2
RND239795,07-03-2023 4:00:00,6300.0,0.9,M,Yerevan,G-Location 1
RND239796,07-03-2023 4:00:00,4900.0,0.7,F,Yerevan,G-Location 1
RND239797,07-03-2023 4:00:00,1100.0,0.2,F,Yerevan,G-Location 1
RND239798,07-03-2023 4:00:00,4800.0,0.8,F,Yerevan,G-Location 2
RND239799,07-03-2023 4:00:00,18700.0,3.4,F,Yerevan,G-Location 2
RND239800,07-03-2023 4:00:00,21600.0,3.6,M,Yerevan,G-Location 1
RND239801,07-03-2023 4:00:00,15400.000000000002,2.2,M,Yerevan,G-Location 1
RND239802,07-03-2023 4:00:00,3600.0,0.6,F,Yerevan,G-Location 1
RND239803,07-03-2023 4:00:00,1800.0,0.3,F,Yerevan,G-Location 2
RND239804,07-03-2023 4:00:00,1650.0,0.3,F,Yerevan,G-Location 1
RND239805,07-03-2023 4:00:00,4900.0,0.7,M,Yerevan,G-Location 1
RND239806,07-03-2023 4:00:00,2400.0,0.4,F,Yerevan,G-Location 4
RND239807,07-03-2023 4:00:00,2200.0,0.4,F,Yerevan,G-Location 1
RND239808,07-03-2023 4:00:00,4200.0,0.6,M,Yerevan,G-Location 2
RND239809,07-03-2023 4:00:00,4800.0,0.8,M,Yerevan,G-Location 2
RND239810,07-03-2023 4:00:00,700.0,0.1,F,Yerevan,G-Location 2
RND239811,07-03-2023 4:00:00,8800.0,1.6,F,Yerevan,G-Location 2
RND239812,07-03-2023 4:00:00,550.0,0.1,M,Yerevan,G-Location 1
RND239813,07-03-2023 4:00:00,1650.0,0.3,M,Yerevan,G-Location 1
RND239814,07-03-2023 4:00:00,7000.0,1.0,M,Yerevan,G-Location 1
RND239815,07-03-2023 4:00:00,8400.0,1.4,M,Yerevan,G-Location 1
RND239816,07-03-2023 4:00:00,2400.0,0.4,M,Yerevan,G-Location 2
RND239817,07-03-2023 4:00:00,7200.0,1.2,F,Yerevan,G-Location 2
RND239818,07-03-2023 4:00:00,6000.0,1.0,M,Yerevan,G-Location 5
RND239819,07-03-2023 4:00:00,1650.0,0.3,F,Yerevan,G-Location 2
RND239820,07-03-2023 4:00:00,9100.0,1.3,M,Yerevan,G-Location 1
RND239821,07-03-2023 4:00:00,550.0,0.1,F,Yerevan,G-Location 1
RND239822,09-03-2023 4:00:00,600.0,0.1,F,Yerevan,G-Location 1
RND239823,07-03-2023 4:00:00,6300.0,0.9,F,Yerevan,G-Location 1
RND239824,07-03-2023 4:00:00,2400.0,0.4,F,Yerevan,G-Location 3
RND239825,07-03-2023 4:00:00,2100.0,0.3,M,Yerevan,G-Location 2
RND239826,07-03-2023 4:00:00,1650.0,0.3,M,Yerevan,G-Location 5
RND239827,07-03-2023 4:00:00,3300.0,0.6,F,Yerevan,G-Location 2
RND239828,07-03-2023 4:00:00,6600.000000000001,1.1,M,Yerevan,G-Location 2
RND239829,07-03-2023 4:00:00,6300.0,0.9,F,Yerevan,G-Location 1
RND239830,07-03-2023 4:00:00,15000.0,2.5,M,Yerevan,G-Location 2
RND239831,07-03-2023 4:00:00,7800.0,1.3,F,Yerevan,G-Location 1
RND239832,07-03-2023 4:00:00,7200.0,1.2,M,Yerevan,G-Location 1
RND239833,07-03-2023 4:00:00,4800.0,0.8,F,Yerevan,G-Location 2
RND239834,07-03-2023 4:00:00,1100.0,0.2,F,Yerevan,G-Location 1
RND239835,07-03-2023 4:00:00,4200.0,0.6,M,Yerevan,G-Location 1
RND239836,07-03-2023 4:00:00,4900.0,0.7,F,Yerevan,G-Location 1
RND239837,07-03-2023 4:00:00,2200.0,0.4,M,Yerevan,G-Location 3
RND239838,07-03-2023 4:00:00,2100.0,0.3,M,Yerevan,G-Location 2
RND239839,07-03-2023 4:00:00,2800.0,0.4,F,Yerevan,G-Location 2
RND239840,07-03-2023 4:00:00,13750.0,2.5,M,Yerevan,G-Location 5
RND239841,07-03-2023 4:00:00,3500.0,0.5,F,Yerevan,G-Location 1
RND239842,07-03-2023 4:00:00,4800.0,0.8,M,Yerevan,G-Location 2
RND239843,07-03-2023 4:00:00,1650.0,0.3,M,Yerevan,G-Location 1
RND239844,07-03-2023 4:00:00,1400.0,0.2,F,Yerevan,G-Location 2
RND239845,07-03-2023 4:00:00,2400.0,0.4,M,Yerevan,G-Location 1
RND239846,07-03-2023 4:00:00,2100.0,0.3,M,Yerevan,G-Location 2
RND239847,07-03-2023 4:00:00,3849.9999999999995,0.7,M,Yerevan,G-Location 2
RND239848,07-03-2023 4:00:00,6300.0,0.9,F,Yerevan,G-Location 2
RND239849,07-03-2023 4:00:00,7200.0,1.2,M,Yerevan,G-Location 3
RND239850,07-03-2023 4:00:00,6600.000000000001,1.1,M,Yerevan,G-Location 1
RND239851,07-03-2023 4:00:00,12000.0,2.0,M,Yerevan,G-Location 5
RND239852,07-03-2023 4:00:00,12000.0,2.0,M,Yerevan,G-Location 2
RND239853,07-03-2023 4:00:00,4200.0,0.7,M,Yerevan,G-Location 2
RND239854,07-03-2023 4:00:00,4800.0,0.8,M,Yerevan,G-Location 2
RND239855,07-03-2023 4:00:00,8800.0,1.6,M,Yerevan,G-Location 2
RND239856,07-03-2023 4:00:00,10500.0,1.5,F,Yerevan,G-Location 2
RND239857,07-03-2023 4:00:00,7000.0,1.0,M,Yerevan,G-Location 1
RND239858,07-03-2023 4:00:00,7699.999999999999,1.4,M,Yerevan,G-Location 1
RND239859,07-03-2023 4:00:00,7150.0,1.3,F,Yerevan,G-Location 1
RND239860,07-03-2023 4:00:00,2750.0,0.5,F,Yerevan,G-Location 2
RND239861,07-03-2023 4:00:00,3000.0,0.5,F,Yerevan,G-Location 2
RND239862,07-03-2023 4:00:00,11900.0,1.7,F,Yerevan,G-Location 3
RND239863,07-03-2023 4:00:00,10200.0,1.7,M,Yerevan,G-Location 2
RND239864,07-03-2023 4:00:00,2100.0,0.3,F,Yerevan,G-Location 1
RND239865,07-03-2023 4:00:00,7699.999999999999,1.4,F,Yerevan,G-Location 2
RND239866,07-03-2023 4:00:00,7700.000000000001,1.1,F,Yerevan,G-Location 2
RND239867,07-03-2023 4:00:00,6000.0,1.0,F,Yerevan,G-Location 1
RND239868,07-03-2023 4:00:00,1800.0,0.3,M,Yerevan,G-Location 1
RND239869,07-03-2023 4:00:00,7000.0,1.0,M,Yerevan,G-Location 2
RND239870,07-03-2023 4:00:00,2400.0,0.4,M,Yerevan,G-Location 2
RND239871,07-03-2023 4:00:00,1100.0,0.2,M,Yerevan,G-Location 2
RND239872,07-03-2023 4:00:00,1200.0,0.2,F,Yerevan,G-Location 2
RND239873,07-03-2023 4:00:00,2200.0,0.4,M,Yerevan,G-Location 1
RND239874,07-03-2023 4:00:00,1400.0,0.2,F,Yerevan,G-Location 2
RND239875,07-03-2023 4:00:00,4200.0,0.6,M,Yerevan,G-Location 2
RND239876,07-03-2023 4:00:00,700.0,0.1,F,Yerevan,G-Location 1
RND239877,07-03-2023 4:00:00,36400.0,5.2,M,Yerevan,G-Location 3
RND239878,07-03-2023 4:00:00,4800.0,0.8,M,Yerevan,G-Location 2
RND239879,07-03-2023 4:00:00,25900.0,3.7,F,Yerevan,G-Location 2
RND239880,07-03-2023 4:00:00,11900.0,1.7,M,Yerevan,G-Location 1
RND239881,07-03-2023 4:00:00,7699.999999999999,1.4,F,Yerevan,G-Location 4
RND239882,07-03-2023 4:00:00,7200.0,1.2,M,Yerevan,G-Location 1
RND239883,07-03-2023 4:00:00,2400.0,0.4,M,Yerevan,G-Location 4
RND239884,07-03-2023 4:00:00,14400.0,2.4,M,Yerevan,G-Location 2
RND239885,07-03-2023 4:00:00,3000.0,0.5,F,Yerevan,G-Location 3
RND239886,07-03-2023 4:00:00,3600.0,0.6,F,Yerevan,G-Location 2
RND239887,07-03-2023 4:00:00,2400.0,0.4,M,Yerevan,G-Location 1
RND239888,07-03-2023 4:00:00,7700.000000000001,1.1,M,Yerevan,G-Location 2
RND239889,07-03-2023 4:00:00,5600.0,0.8,M,Yerevan,G-Location 1
RND239890,07-03-2023 4:00:00,3000.0,0.5,F,Yerevan,G-Location 1
RND239891,07-03-2023 4:00:00,6050.000000000001,1.1,F,Yerevan,G-Location 2
RND239892,07-03-2023 4:00:00,3300.0,0.6,M,Yerevan,G-Location 1
RND239893,07-03-2023 4:00:00,6600.000000000001,1.1,M,Yerevan,G-Location 2
RND239894,07-03-2023 4:00:00,3000.0,0.5,M,Yerevan,G-Location 2
RND239895,07-03-2023 4:00:00,8400.0,1.4,M,Yerevan,G-Location 1
RND239896,07-03-2023 4:00:00,2200.0,0.4,F,Yerevan,G-Location 1
RND239897,07-03-2023 4:00:00,4400.0,0.8,M,Yerevan,G-Location 1
RND239898,07-03-2023 4:00:00,3849.9999999999995,0.7,M,Yerevan,G-Location 1
RND239899,07-03-2023 4:00:00,5500.0,1.0,F,Yerevan,G-Location 3
RND239900,07-03-2023 4:00:00,5600.0,0.8,M,Yerevan,G-Location 1
RND239901,07-03-2023 4:00:00,4900.0,0.7,F,Yerevan,G-Location 1
RND239902,07-03-2023 4:00:00,5500.0,1.0,F,Yerevan,G-Location 1
RND239903,07-03-2023 4:00:00,1200.0,0.2,M,Yerevan,G-Location 5
RND239904,07-03-2023 4:00:00,1100.0,0.2,M,Yerevan,G-Location 3
RND239905,07-03-2023 4:00:00,4200.0,0.6,M,Yerevan,G-Location 3
RND239906,07-03-2023 4:00:00,2800.0,0.4,F,Yerevan,G-Location 2
RND239907,07-03-2023 4:00:00,600.0,0.1,F,Yerevan,G-Location 2
RND239908,07-03-2023 4:00:00,2200.0,0.4,F,Yerevan,G-Location 2
RND239909,07-03-2023 4:00:00,10200.0,1.7,M,Yerevan,G-Location 3
RND239910,07-03-2023 4:00:00,5500.0,1.0,F,Yerevan,G-Location 2
RND239911,07-03-2023 4:00:00,6600.0,1.2,F,Yerevan,G-Location 1
RND239912,07-03-2023 4:00:00,13300.0,1.9,F,Yerevan,G-Location 3
RND239913,07-03-2023 4:00:00,6300.0,0.9,M,Yerevan,G-Location 1
RND239914,07-03-2023 4:00:00,7000.0,1.0,M,Yerevan,G-Location 2
RND239915,07-03-2023 4:00:00,2100.0,0.3,F,Yerevan,G-Location 1
RND239916,07-03-2023 4:00:00,11000.0,2.0,M,Yerevan,G-Location 4
RND239917,07-03-2023 4:00:00,9600.0,1.6,F,Yerevan,G-Location 4
RND239918,07-03-2023 4:00:00,2750.0,0.5,F,Yerevan,G-Location 2
RND239919,07-03-2023 4:00:00,3849.9999999999995,0.7,F,Yerevan,G-Location 2
RND239920,07-03-2023 4:00:00,6300.0,0.9,M,Yerevan,G-Location 4
RND239921,07-03-2023 4:00:00,5600.0,0.8,F,Yerevan,G-Location 1
RND239922,07-03-2023 4:00:00,1100.0,0.2,M,Yerevan,G-Location 2
RND239923,07-03-2023 4:00:00,550.0,0.1,M,Yerevan,G-Location 1
RND239924,07-03-2023 4:00:00,4950.0,0.9,F,Yerevan,G-Location 1
RND239925,07-03-2023 4:00:00,4400.0,0.8,M,Yerevan,G-Location 4
RND239926,07-03-2023 4:00:00,2100.0,0.3,M,Yerevan,G-Location 5
RND239927,07-03-2023 4:00:00,2400.0,0.4,F,Yerevan,G-Location 2
RND239928,07-03-2023 4:00:00,4200.0,0.7,M,Yerevan,G-Location 2
RND239929,07-03-2023 4:00:00,2200.0,0.4,M,Yerevan,G-Location 1
RND239930,07-03-2023 4:00:00,7000.0,1.0,F,Yerevan,G-Location 2
RND239931,07-03-2023 4:00:00,4400.0,0.8,M,Yerevan,G-Location 2
RND239932,07-03-2023 4:00:00,2800.0,0.4,F,Yerevan,G-Location 1
RND239933,07-03-2023 4:00:00,3600.0,0.6,F,Yerevan,G-Location 1
RND239934,07-03-2023 4:00:00,4200.0,0.7,F,Yerevan,G-Location 4
RND239935,07-03-2023 4:00:00,2200.0,0.4,M,Yerevan,G-Location 2
RND239936,07-03-2023 4:00:00,3600.0,0.6,F,Yerevan,G-Location 4
RND239937,07-03-2023 4:00:00,5500.0,1.0,F,Yerevan,G-Location 5
RND239938,07-03-2023 4:00:00,9100.0,1.3,F,Yerevan,G-Location 2
RND239939,07-03-2023 4:00:00,11400.0,1.9,F,Yerevan,G-Location 5
RND239940,07-03-2023 4:00:00,1100.0,0.2,M,Yerevan,G-Location 2
RND239941,07-03-2023 4:00:00,3849.9999999999995,0.7,F,Yerevan,G-Location 1
RND239942,07-03-2023 4:00:00,4800.0,0.8,F,Yerevan,G-Location 1
RND239943,07-03-2023 4:00:00,2100.0,0.3,M,Yerevan,G-Location 2
RND239944,07-03-2023 4:00:00,17400.0,2.9,M,Yerevan,G-Location 1
RND239945,07-03-2023 4:00:00,3000.0,0.5,F,Yerevan,G-Location 3
RND239946,07-03-2023 4:00:00,2750.0,0.5,M,Yerevan,G-Location 1
RND239947,07-03-2023 4:00:00,9100.0,1.3,M,Yerevan,G-Location 4
RND239948,07-03-2023 4:00:00,5400.0,0.9,F,Yerevan,G-Location 2
RND239949,07-03-2023 4:00:00,2200.0,0.4,M,Yerevan,G-Location 1
RND239950,07-03-2023 4:00:00,3000.0,0.5,F,Yerevan,G-Location 2
RND239951,07-03-2023 4:00:00,1800.0,0.3,M,Yerevan,G-Location 1
RND239952,07-03-2023 4:00:00,21700.0,3.1,M,Yerevan,G-Location 2
RND239953,07-03-2023 4:00:00,3849.9999999999995,0.7,F,Yerevan,G-Location 1
RND239954,07-03-2023 4:00:00,4400.0,0.8,F,Yerevan,G-Location 3
RND239955,07-03-2023 4:00:00,2400.0,0.4,M,Yerevan,G-Location 2
RND239956,07-03-2023 4:00:00,3849.9999999999995,0.7,M,Yerevan,G-Location 1
RND239957,07-03-2023 4:00:00,1800.0,0.3,M,Yerevan,G-Location 2
RND239958,07-03-2023 4:00:00,600.0,0.1,F,Yerevan,G-Location 1
RND239959,07-03-2023 4:00:00,1800.0,0.3,M,Yerevan,G-Location 2
RND239960,07-03-2023 4:00:00,14000.0,2.0,F,Yerevan,G-Location 2
RND239961,07-03-2023 4:00:00,4900.0,0.7,M,Yerevan,G-Location 4
RND239962,07-03-2023 4:00:00,2100.0,0.3,F,Yerevan,G-Location 3
RND239963,07-03-2023 4:00:00,600.0,0.1,M,Yerevan,G-Location 2
RND239964,07-03-2023 4:00:00,2200.0,0.4,M,Yerevan,G-Location 2
RND239965,07-03-2023 4:00:00,2200.0,0.4,F,Yerevan,G-Location 1
RND239966,07-03-2023 4:00:00,4950.0,0.9,F,Yerevan,G-Location 2
RND239967,07-03-2023 4:00:00,700.0,0.1,F,Yerevan,G-Location 1
RND239968,07-03-2023 4:00:00,6600.000000000001,1.1,F,Yerevan,G-Location 1
RND239969,07-03-2023 4:00:00,11900.0,1.7,F,Yerevan,G-Location 2
RND239970,07-03-2023 4:00:00,2800.0,0.4,M,Yerevan,G-Location 2
RND239971,07-03-2023 4:00:00,4900.0,0.7,M,Yerevan,G-Location 2
RND239972,07-03-2023 4:00:00,4900.0,0.7,F,Yerevan,G-Location 1
RND239973,07-03-2023 4:00:00,14400.0,2.4,M,Yerevan,G-Location 1
RND239974,07-03-2023 4:00:00,7150.0,1.3,M,Yerevan,G-Location 1
RND239975,07-03-2023 4:00:00,4200.0,0.6,M,Yerevan,G-Location 4
RND239976,07-03-2023 4:00:00,2400.0,0.4,M,Yerevan,G-Location 2
RND239977,07-03-2023 4:00:00,11900.0,1.7,F,Yerevan,G-Location 2
RND239978,07-03-2023 4:00:00,6050.000000000001,1.1,F,Yerevan,G-Location 1
RND239979,07-03-2023 4:00:00,2750.0,0.5,F,Yerevan,G-Location 1
RND239980,07-03-2023 4:00:00,9800.0,1.4,F,Yerevan,G-Location 1
RND239981,07-03-2023 4:00:00,1800.0,0.3,F,Yerevan,G-Location 5
RND239982,07-03-2023 4:00:00,4800.0,0.8,M,Yerevan,G-Location 1
RND239983,07-03-2023 4:00:00,6300.0,0.9,F,Yerevan,G-Location 1
RND239984,07-03-2023 4:00:00,4800.0,0.8,F,Yerevan,G-Location 1
